"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CLDD","DP01","DP10","DT00","DT32","DX32","DX70","DX90","EMNT","EMXP","EMXT","HDSD","HTDD","PRCP","TAVG","TMAX","TMIN"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2014-08",,"0","14","9","0","0","0","8","0","52","1.92","72","219","98","4.57","61.4","67.0","55.8"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2014-09",,"0","22","12","0","0","0","12","0","52","1.75","74","312","93","6.89","61.7","68.2","55.1"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2014-10",,"0","26","18","0","0","0","9","0","51","1.75","74","398","86","10.88","61.9","69.0","54.7"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2014-11",,"0","23","19","0","0","0","6","0","46","0.85","72","520","122","8.05","60.6","66.8","54.4"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2014-12",,,"25","16",,,"0","7","0",,"3.13","72",,,"17.44",,"66.4",
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2015-01","0","0","3","0","0","0","0","7","0","42","0.05","72",,"179","0.07","58.5","69.1","47.9"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2015-02","0","0","15","10","0","0","0","3","0","38","1.04","71",,"146","5.73","58.9","67.5","50.2"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2015-03",,,"7","5",,,"0","23","0",,"0.73","74",,,"1.69",,"71.0",
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2015-05",,,"18","9","0","0","0","22","0","51","3.44","75",,,"8.03","63.6","71.3","56.0"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2015-06",,,"17","10","0","0","0","11","0","53","1.20","75",,,"5.02","62.9","68.6","57.1"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2015-07",,"0","22","9","0","0","0","6","0","50","1.37","74","94","94","3.88","61.4","66.9","55.9"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2015-08",,,"19","9","0","0",,,,"51","1.19",,,,"2.95",,,"56.2"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2015-09",,"0","23","17","0","0","0","10","0","53","1.85","74",,"69","9.06","62.3","68.6","55.9"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2015-10",,"0","27","20","0","0","0","16","0","52","2.75","73",,"72","12.73","62.3","69.3","55.3"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2015-11",,,"19","14",,,"0","6","0",,"2.38","74",,,"10.33",,"68.8",
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2015-12",,,"20","14",,,"0","3","0",,"2.83","71",,,"10.43",,"67.4",
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2016-01",,,"9","4",,,"0","15","0",,"0.79","84",,,"2.06",,"70.5",
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2016-02",,,"7","5",,,"0","13","0",,"0.97","89",,,"2.65",,"70.6",
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2016-03",,,"5","4",,,"0","29","0",,"1.81","77",,,"2.67",,"74.4",
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2016-04",,,"5","2",,,"0","26","0",,"0.59","86",,,"0.86",,"75.4",
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2016-05",,"2","25","17","0","0","0","12","0","51","2.70","76",,"40","15.91","63.6","69.6","57.7"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2016-06",,"0","20","12","0","0","0","1","0","55","0.45","70",,"96","3.30","61.4","65.4","57.5"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2016-07",,,"18","10","0","0","0","3","0","54","0.87","74",,,"4.65","61.7","66.8","56.5"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2016-08",,,"14","7",,,,,,,"0.61",,,,"2.06",,,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2016-09",,,"11","4",,,"0","2","0",,"0.66","71",,,"1.47",,"66.8",
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2016-10",,,"14","4","0","0","0","8","0","50","0.57","72",,,"1.79","60.6","68.6","52.7"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2016-11",,,"17","7",,,"0","6","0",,"1.55","72",,,"5.34",,"67.8",
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2016-12",,,"11","5",,,"0","13","0",,"0.58","74",,,"1.71",,"68.6",
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2017-01",,,"10","6",,,"0","8","0",,"1.30","73",,,"3.59",,"67.7",
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2017-02",,,"7","5","0","0","0","15","0","34","1.11","75",,,"2.36","57.6","69.7","45.6"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2017-03",,,"16","12","0","0","0","24","0","41","1.40","75",,,"8.90","60.9","71.2","50.5"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2017-04",,,"5","4",,,"0","28","0",,"1.16","76",,,"2.47",,"73.8",
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2017-05",,,"16","7","0","0","0","18","0","50","2.01","75",,,"6.45","63.2","70.5","55.8"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2017-06",,"0","19","8","0","0","0","4","0","55","0.47","72",,"74","2.33","62.1","66.9","57.3"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2017-07",,,"13","7",,,"0","13","0",,"0.42","75",,,"1.41",,"69.5",
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2017-08",,,"21","12",,,"0","9","0",,"0.86","73",,,"4.43",,"67.6",
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2017-09",,,"15","8",,,,,,,"0.88",,,,"5.02",,,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2017-10",,,"26","13",,,"0","7","0",,"1.44","84",,,"8.08",,"68.5",
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2017-11",,,"14","8",,,"0","4","0",,"2.86","74",,,"9.59",,"67.0",
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2017-12",,,"14","9",,,"0","7","0",,"1.48","72",,,"4.60",,"67.9",
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2018-01",,,"4","2",,,"0","10","0",,"1.94","73",,,"3.63",,"68.8",
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2018-02",,,"10","5",,,"0","14","0",,"0.81","74",,,"2.26",,"69.9",
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2018-03",,,"12","6",,,"0","25","0",,"1.39","82",,,"3.15",,"71.6",
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2018-04",,"0","15","10","0","0","0","29","0","48","1.59","80",,"50","6.63","63.0","72.5","53.5"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2018-05",,"0","23","19","0","0","0","17","0","53","3.17","75",,"62","14.86","62.9","69.7","56.1"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2018-06",,"0","27","13","0","0","0","0","0","54","0.99","69",,"100","4.81","61.2","65.1","57.3"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2018-07",,,"17","12","0","0","0","3","0","53","1.29","79",,,"6.63","61.1","66.4","55.8"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2018-08",,,"20","14",,,,,,,"2.05",,,,"10.17",,,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2018-09",,,"15","12",,,,,,,"1.09",,,,"4.83",,,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2019-01",,,"2","1","0","0","0","13","0","37","2.03","72",,,"2.10","58.4","69.3","47.4"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2019-02",,,"12","4","0","0",,,,"44","0.99",,,,"1.97",,,"52.0"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2010-01",,,"10","3",,,,,,,"0.95",,,,"1.87",,,
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2010-02",,,"1","1",,,"0","25","1",,"0.15","90",,,"0.15",,"87.0",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2010-03",,,"2","0",,,,,,,"0.07",,,,"0.10",,,
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2010-04",,,"1","0",,,"0","26","25",,"0.08","101",,,"0.08",,"95.0",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2010-05",,,"5","4",,,"0","26","26",,"0.44","101",,,"1.21",,"95.8",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2010-06",,,"1","1",,,"0","29","29",,"0.76","101",,,"0.76",,"97.0",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2010-07",,,"3","1",,,"0","28","28",,"0.28","98",,,"0.36",,"95.2",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2010-08",,,"6","6",,,"0","31","29",,"1.39","100",,,"3.78",,"94.2",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2010-09",,,"14","8",,,"0","28","20",,"2.60","98",,,"7.72",,"92.6",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2010-10",,,"12","4",,,"0","29","19",,"1.09","98",,,"2.34",,"90.9",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2010-11",,,"21","17",,,"0","27","3",,"1.58","92",,,"9.58",,"86.1",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2010-12",,,"22","17",,,"0","27","1",,"3.72","90",,,"26.19",,"82.4",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2011-01",,,"19","17",,,"0","28","1",,"6.73","91",,,"22.63",,"81.7",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2011-02",,,"10","8",,,"0","24","0",,"6.81","88",,,"17.17",,"83.2",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2011-03",,,"8","5",,,"0","30","4",,"0.22","93",,,"0.86",,"87.9",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2011-04",,"469","8","6","0","0","0","28","24","74","2.20","93",,"0","7.21","83.8","91.0","76.6"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2011-05",,"597","2","0","0","0","0","30","30","77","0.03","98",,"0","0.04","87.1","95.5","78.8"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2011-06",,,"1","0",,,,,,,"0.02",,,,"0.02",,,
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2011-07",,"558","4","2","0","0","0","28","27","74","0.87","99","0","0","1.34","86.6","95.1","78.1"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2011-08",,,"7","3","0","0","0","30","29","73","1.27","100",,,"2.58","86.4","95.5","77.3"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2011-09",,,"2","1",,,"0","30","30",,"1.21","102",,,"1.25",,"97.9",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2011-10",,,"22","18",,,"0","31","15",,"2.46","99",,,"20.04",,"89.9",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2011-11",,"413","20","14","0","0","0","30","0","71","2.82","89",,"0","14.02","80.3","85.9","74.6"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2011-12",,,"17","11",,,"0","28","0",,"3.39","87",,,"12.54",,"84.2",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2012-01","393","393","4","1","0","0","0","30","0","69","0.32","87",,"0","0.50","79.5","84.8","74.2"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2012-02",,,"5","4",,,"0","27","0",,"4.80","87",,,"6.11",,"85.2",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2012-03",,"465","1","1","0","0","0","30","9","72","0.80","94",,"0","0.80","82.3","88.9","75.6"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2012-04",,,"6","2","0","0","0","26","23","73","5.20","97",,,"5.73","84.6","92.1","77.1"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2012-05",,"607","1","0","0","0","0","30","30","75","0.02","101",,"0","0.02","88.2","97.2","79.1"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2012-06",,"600","1","0","0","0","0","30","29","77","0.03","100",,"0","0.03","88.1","96.8","79.4"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2012-07",,"599","1","1","0","0","0","31","31","75","0.57","102","0","0","0.57","88.0","97.6","78.4"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2012-08",,,"0","0","0","0","0","29","29","77","0.00","101",,,"0.00","88.7","98.7","78.7"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2012-09",,,"10","7",,,"0","30","29",,"1.94","103",,,"5.41",,"97.5",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2012-10",,,"20","17","0","0",,,,"72","6.96",,,,"22.94",,,"74.8"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2012-11",,"381","15","9","0","0","0","30","2","73","1.74","90",,"0","5.93","80.1","85.1","75.1"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2012-12",,"397","18","16","0","0","0","30","0","69","11.80","87",,"0","28.46","79.2","83.9","74.4"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2013-01",,,"12","8",,,"0","28","0",,"2.24","85",,,"7.03",,"82.6",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2013-02",,"377","7","6","0","0","0","27","0","71","4.85","89",,"0","9.97","79.8","84.4","75.2"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2013-03",,,"7","6","0","0","0","30","1","73","2.96","90",,,"8.56","82.1","87.3","76.9"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2013-04",,,"2","0","0","0",,,,"75","0.06",,,,"0.08",,,"78.4"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2013-05",,,"4","4",,,"0","29","29",,"4.48","98",,,"5.51",,"94.6",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2013-06",,"519","1","0","0","0","0","29","28","77","0.05","95",,"0","0.05","85.8","92.9","78.7"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2013-07",,"568","3","1","0","0","0","30","27","72","2.47","97","0","0","2.55","85.3","92.9","77.6"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2013-08",,"513","6","5","0","0","0","31","24","72","1.28","97","0","0","3.67","84.7","93.1","76.4"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2013-09",,"560","1","0","0","0","0","28","25","75","0.08","101","0","0","0.08","85.8","94.4","77.2"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2013-10",,"553","4","3","0","0","0","31","26","72","0.65","101","0","0","1.37","85.6","95.0","76.2"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2013-11",,,"18","14",,,"0","28","3",,"2.28","91",,,"6.39",,"85.9",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2013-12",,"361","10","9","0","0","0","29","0","71","1.67","87",,"0","8.08","78.3","82.3","74.3"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2014-01",,,"14","9",,,"0","29","0",,"2.29","85",,,"8.21",,"81.9",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2014-02",,"372","4","2","0","0","0","27","0","68","3.01","88",,"0","3.26","80.0","85.6","74.4"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2014-03",,"493","2","1","0","0","0","30","6","69","0.18","91",,"0","0.21","82.6","88.3","76.8"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2014-04",,"524","0","0","0","0","0","30","29","75","0.00","96",,"0","0.00","85.2","92.4","78.0"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2014-05",,"573","8","4","0","0","0","31","27","74","0.72","100",,"0","2.25","86.9","95.3","78.4"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2014-06",,,"0","0",,,"0","28","28",,"0.00","101",,,"0.00",,"97.4",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2014-07",,"661","4","3","0","0","0","31","31","75","0.52","100","0","0","1.00","88.5","97.1","79.9"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2014-08",,,"9","7",,,"0","30","29",,"1.07","99",,,"4.72",,"95.3",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2014-09",,,"7","6",,,"0","29","26",,"1.43","99",,,"4.27",,"95.1",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2014-10",,"483","15","14","0","0","0","31","16","72","2.42","103",,"0","6.28","83.1","90.7","75.5"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2014-11",,"390","20","17","0","0","0","29","5","69","2.82","90",,"0","18.64","79.9","86.0","73.8"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2014-12",,,"23","19",,,"0","30","0",,"3.41","89",,,"21.21",,"83.9",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2015-01","412","412","9","3","0","0","0","31","0","68","0.93","88",,"0","1.46","79.7","85.5","73.9"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2015-02",,,"11","8",,,"0","28","0",,"2.78","89",,,"7.35",,"86.4",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2015-03",,"466","7","3","0","0","0","31","13","70","1.95","93",,"0","2.73","82.2","89.7","74.7"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2015-05",,"574","8","5","0","0","0","31","31","74","2.11","97",,"0","5.21","86.2","94.6","77.8"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2015-06",,"594","3","3","0","0","0","30","30","75","0.49","98",,"0","0.88","87.1","95.4","78.7"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2015-07",,"666","1","1","0","0","0","31","31","72","0.37","99","0","0","0.37","88.0","96.7","79.3"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2015-08",,,"3","2",,,"0","28","28",,"0.61","99",,,"1.21",,"96.4",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2015-09",,,"7","7",,,"0","30","28",,"2.82","99",,,"8.42",,"94.5",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2015-10",,"475","17","14","0","0","0","31","12","73","6.57","96",,"0","16.15","82.6","89.4","75.7"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2015-11",,"389","23","20","0","0","0","29","4","72","4.39","92",,"0","25.99","80.5","86.6","74.5"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2015-12",,"472","22","16","0","0","0","30","0","73","1.85","89",,"0","8.67","81.3","86.5","76.1"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2016-01",,,"8","6",,,"0","30","0",,"1.39","88",,,"3.90",,"85.8",
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2016-02",,"427","5","3","0","0","0","27","6","70","0.50","92",,"0","0.88","82.0","88.3","75.7"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2016-03",,"526","1","1","0","0","0","31","28","72","1.71","94",,"0","1.71","83.8","91.1","76.5"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2016-04",,,"1","1","0","0","0","26","26","76","0.16","100",,,"0.16","86.5","94.5","78.6"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2016-05",,,"8","5","0","0","0","29","26","75","7.04","98",,,"13.06","86.3","93.6","79.0"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2016-06",,"538","0","0","0","0","0","28","27","77","0.00","96",,"0","0.00","86.5","93.7","79.3"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2016-07",,,"7","4","0","0","0","30","29","73","1.41","98",,,"3.18","86.1","94.3","77.9"
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2016-08",,,"5","4",,,,,,,"0.91",,,,"2.30",,,
"CEM00043418","CHINA BAY, CE","8.539","81.182","1.8","2016-09",,,"4","1","0","0","0","25","25","74","0.33","99",,,"0.37","87.7","97.4","78.1"
